#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/poissonseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default.db
# Output created at: 07:22:24
GeneID	log2foldchange	significance	rawPval	tt_score	GeneName	Description	Chromosome	Start	End	Strand
YAL015C	-0.3046	1.7852e-05	1.8567e-05	99.7813	NTG1	DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress 	I	126903	128102	-1
YGR246C	-0.3046	1.8135e-05	1.8875e-05	99.2735	BRF1	TFIIIB B-related factor, one of three subunits of RNA polymerase III transcription initiation factor TFIIIB, binds TFIIIC and TBP and recruits RNA pol III to promoters, amino-terminal half is homologous to TFIIB 	VII	982482	984272	-1
YML063W	0.2793	1.8417e-05	1.9183e-05	99.0188	RPS1B	Ribosomal protein 10 (rp10) of the small (40S) subunit; nearly identical to Rps1Ap and has similarity to rat S3a ribosomal protein 	XIII	146482	147249	1
YDR172W	0.2857	1.8464e-05	1.926e-05	98.9273	SUP35	Translation termination factor eRF3, has a role in mRNA deadenylation and decay; altered protein conformation creates the [PSI(+)] prion that alters translational fidelity and results in a nonsense suppressor phenotype 	IV	808324	810381	1
YFL045C	0.2826	1.8464e-05	1.926e-05	98.92	SEC53	Phosphomannomutase, involved in synthesis of GDP-mannose and dolichol-phosphate-mannose; required for folding and glycosylation of secretory proteins in the ER lumen 	VI	43628	44392	-1
YDL119C	-0.3528	1.8718e-05	1.9569e-05	98.8106	YDL119C	Putative mitochondrial transport protein; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in purified mitochondria 	IV	246689	247612	-1
YOR371C	0.4041	1.8718e-05	1.9569e-05	98.7158	GPB1	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; promotes ubiquitin-dependent proteolysis of Ira2p; regulated by G-alpha protein Gpa2p; homolog of Gpb2p 	XV	1031489	1034182	-1
YKL166C	0.3807	1.8718e-05	1.9569e-05	98.7026	TPK3	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk2p; localizes to P-bodies during stationary phase 	XI	134509	135705	-1
YCR077C	0.2907	1.8764e-05	1.9646e-05	98.5801	PAT1	Topoisomerase II-associated deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming; functionally linked to Pab1p 	III	250238	252628	-1
YLR211C	-0.3939	1.8764e-05	1.9646e-05	98.4813	YLR211C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLR211C is not an essential gene; ORF contains an intron 	XII	563792	564531	-1
YJL217W	0.3139	1.8957e-05	1.9877e-05	98.3502	REE1	Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle 	X	23133	23729	1
YML133C	-0.2992	1.8957e-05	1.9877e-05	98.3462	YML133C	Putative protein of unknown function with similarity to helicases; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YML133C contains an intron 	XIII	461	4684	-1
YOL056W	0.3432	1.9016e-05	1.9954e-05	98.209	GPM3	Homolog of Gpm1p phosphoglycerate mutase, which converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional derivative of a gene duplication event 	XV	223268	224179	1
YPR036W-A	-0.3885	1.9267e-05	2.0262e-05	97.9303	YPR036W-A	Protein of unknown function; transcription is regulated by Pdr1p 	XVI	645950	646153	1
YDR123C	-0.3625	1.9267e-05	2.0262e-05	97.8931	INO2	Component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs), required for derepression of phospholipid biosynthetic genes in response to inositol depletion 	IV	698554	699468	-1
YBR255C-A	-0.3293	1.9267e-05	2.0262e-05	97.8554	YBR255C-A	Putative protein of unknown function; may interact with respiratory chain complexes III (ubiquinol-cytochrome c reductase) or IV (cytochrome c oxidase); identified by sequence comparison with hemiascomycetous yeast species 	II	726618	727074	-1
YKL023C-A	0.3931	1.9327e-05	2.0339e-05	97.7124	YKL023C-A	Putative protein of unknown function 	XI	393146	393373	-1
YOR234C	0.2825	1.9459e-05	2.0493e-05	97.6731	RPL33B	Ribosomal protein L37 of the large (60S) ribosomal subunit, nearly identical to Rpl33Ap and has similarity to rat L35a; rpl33b null mutant exhibits normal growth while rpl33a rpl33b double null mutant is inviable 	XV	778555	779405	-1
YHR175W-A	-0.4604	1.9489e-05	2.057e-05	97.5457	YHR175W-A	Putative protein of unknown function; identified by fungal homology and RT-PCR 	VIII	453558	453707	1
YIL104C	0.4265	1.9489e-05	2.057e-05	97.4551	SHQ1	Chaperone protein required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing, forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; homology with known Hsp90p cochaperones 	IX	169982	171505	-1
YNR072W	0.5741	1.9489e-05	2.057e-05	97.4383	HXT17	Hexose transporter, up-regulated in media containing raffinose and galactose at pH 7.7 versus pH 4.7, repressed by high levels of glucose 	XIV	772657	774351	1
YLR024C	0.3497	1.9534e-05	2.0647e-05	97.3542	UBR2	Cytoplasmic ubiquitin-protein ligase (E3); required for ubiquitylation of Rpn4p; mediates formation of a Mub1p-Ubr2p-Rad6p complex 	XII	187663	193281	-1
YEL012W	-0.2803	1.9534e-05	2.0647e-05	97.3493	UBC8	Ubiquitin-conjugating enzyme that negatively regulates gluconeogenesis by mediating the glucose-induced ubiquitination of fructose-1,6-bisphosphatase (FBPase); cytoplasmic enzyme that catalyzes the ubiquitination of histones in vitro 	V	131772	132551	1
YLR046C	-0.3519	1.9665e-05	2.0801e-05	97.2652	YLR046C	Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance 	XII	238001	238813	-1
YOL127W	0.2816	1.9782e-05	2.0955e-05	97.1474	RPL25	Primary rRNA-binding ribosomal protein component of the large (60S) ribosomal subunit, has similarity to E. coli L23 and rat L23a ribosomal proteins; binds to 25S rRNA via a conserved C-terminal motif 	XV	80348	81190	1
YHR020W	0.2801	1.9782e-05	2.0955e-05	97.122	YHR020W	Protein of unknown function that may interact with ribosomes, based on co-purification experiments; has similarity to proline-tRNA ligase; YHR020W is an essential gene 	VIII	143996	146062	1
YNL162W	0.2843	1.9797e-05	2.1032e-05	97.0248	RPL42A	Protein component of the large (60S) ribosomal subunit, identical to Rpl42Bp and has similarity to rat L44 ribosomal protein 	XIV	331322	332154	1
YPL040C	0.3616	1.9797e-05	2.1032e-05	96.9998	ISM1	Mitochondrial isoleucyl-tRNA synthetase, null mutant is deficient in respiratory growth 	XVI	475993	479001	-1
YGL111W	0.3184	1.9797e-05	2.1032e-05	96.999	NSA1	Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis 	VII	299978	301369	1
YOL019W	0.3154	1.9797e-05	2.1032e-05	96.988	YOL019W	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole 	XV	288898	290553	1
YNL216W	0.3063	1.9928e-05	2.1186e-05	96.9514	RAP1	DNA-binding protein involved in either activation or repression of transcription, depending on binding site context; also binds telomere sequences and plays a role in telomeric position effect (silencing) and telomere structure 	XIV	241689	244172	1
YGR203W	-0.31	1.9986e-05	2.1263e-05	96.8705	YCH1	Phosphatase with sequence similarity to Cdc25p, Arr2p and Mih1p; member of the single-domain rhodanese homology superfamily; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus 	VII	905237	905683	1
YGR185C	0.2826	2.0188e-05	2.1495e-05	96.8039	TYS1	Cytoplasmic tyrosyl-tRNA synthetase, required for cytoplasmic protein synthesis; interacts with positions 34 and 35 of the tRNATyr anticodon; mutations in human ortholog YARS are associated with Charcot-Marie-Tooth (CMT) neuropathies 	VII	866336	867520	-1
YBL072C	0.276	2.0217e-05	2.1572e-05	96.7454	RPS8A	Protein component of the small (40S) ribosomal subunit; identical to Rps8Bp and has similarity to rat S8 ribosomal protein 	II	88523	89125	-1
YFL040W	-0.4017	2.0217e-05	2.1572e-05	96.6382	YFL040W	Putative transporter, member of the sugar porter family; YFL040W is not an essential gene 	VI	51350	52972	1
YMR269W	0.3739	2.0217e-05	2.1572e-05	96.6276	TMA23	Nucleolar protein implicated in ribosome biogenesis; deletion extends chronological lifespan 	XIII	804456	805091	1
YKL212W	0.2835	2.0332e-05	2.1726e-05	96.5868	SAC1	Phosphatidylinositol phosphate (PtdInsP) phosphatase involved in hydrolysis of PtdIns[4]P; transmembrane protein localizes to ER and Golgi; involved in protein trafficking and processing, secretion, and cell wall maintenance 	XI	34543	36414	1
YOR029W	-0.7326	2.0332e-05	2.1726e-05	96.5593	YOR029W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XV	384600	384935	1
YOL022C	0.3133	2.0749e-05	2.2188e-05	96.3407	TSR4	Cytoplasmic protein required for correct processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; essential gene in S288C background but not in CEN.PK2 	XV	280272	281498	-1
YJL063C	0.3074	2.1094e-05	2.2573e-05	95.9186	MRPL8	Mitochondrial ribosomal protein of the large subunit 	X	315759	316475	-1
YLR001C	-0.3021	2.1234e-05	2.2804e-05	95.6277	YLR001C	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated 	XII	151389	153977	-1
YGL103W	0.331	2.1234e-05	2.2804e-05	95.579	RPL28	Ribosomal protein of the large (60S) ribosomal subunit, has similarity to E. coli L15 and rat L27a ribosomal proteins; may have peptidyl transferase activity; can mutate to cycloheximide resistance 	VII	310967	311927	1
YGL037C	0.2844	2.1234e-05	2.2804e-05	95.53	PNC1	Nicotinamidase that converts nicotinamide to nicotinic acid as part of the NAD(+) salvage pathway, required for life span extension by calorie restriction; PNC1 expression responds to all known stimuli that extend replicative life span 	VII	427297	427947	-1
YPL235W	0.2884	2.1234e-05	2.2804e-05	95.4848	RVB2	Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as reptin; member of the RUVB-like protein family 	XVI	103232	104647	1
YML003W	0.6063	2.1234e-05	2.2804e-05	95.3959	YML003W	Putative protein of unknown function 	XIII	263483	264355	1
YDR020C	0.4355	2.1505e-05	2.3112e-05	95.2446	DAS2	Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; weak similarity with uridine kinases and with phosphoribokinases 	IV	485746	486444	-1
YNR057C	-0.3998	2.1705e-05	2.3344e-05	95.1804	BIO4	Dethiobiotin synthetase, catalyzes the third step in the biotin biosynthesis pathway; BIO4 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis; expression appears to be repressed at low iron levels 	XIV	733356	734069	-1
YAL064W	-1.0558	2.1745e-05	2.3421e-05	95.069	YAL064W	Protein of unknown function; may interact with ribosomes, based on co-purification experiments 	I	21566	21850	1
YKL205W	0.3238	2.1745e-05	2.3421e-05	95.0386	LOS1	Nuclear pore protein involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm 	XI	50051	53353	1
YHR146W	-0.3404	2.1801e-05	2.3498e-05	95.0278	CRP1	Protein that binds to cruciform DNA structures 	VIII	390300	391697	1
YOR303W	0.2844	2.1857e-05	2.3575e-05	94.952	CPA1	Small subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor; translationally regulated by an attenuator peptide encoded by YOR302W within the CPA1 mRNA 5'-leader 	XV	882899	884134	1
YMR265C	-0.2946	2.1984e-05	2.3729e-05	94.7659	YMR265C	Putative protein of unknown function 	XIII	796540	797925	-1
YJR101W	0.3287	2.2325e-05	2.4114e-05	94.5692	RSM26	Mitochondrial ribosomal protein of the small subunit 	X	618234	619034	1
YMR016C	0.286	2.2381e-05	2.4191e-05	94.5413	SOK2	Nuclear protein that plays a regulatory role in the cyclic AMP (cAMP)-dependent protein kinase (PKA) signal transduction pathway; negatively regulates pseudohyphal differentiation; homologous to several transcription factors 	XIII	303236	305593	-1
YKL060C	0.2702	2.3006e-05	2.4884e-05	94.1949	FBA1	Fructose 1,6-bisphosphate aldolase, required for glycolysis and gluconeogenesis; catalyzes conversion of fructose 1,6 bisphosphate to glyceraldehyde-3-P and dihydroxyacetone-P; locates to mitochondrial outer surface upon oxidative stress 	XI	326408	327487	-1
YPL157W	-0.3294	2.3044e-05	2.4961e-05	94.1377	TGS1	Trimethyl guanosine synthase, conserved nucleolar methyl transferase that converts the m(7)G cap structure of snRNAs, snoRNAs, and telomerase TLC1 RNA to m(2,2,7)G; also required for nucleolar assembly and splicing of meiotic pre-mRNAs 	XVI	254814	255761	1
YOR020W-A	-0.2922	2.3044e-05	2.4961e-05	94.0933	YOR020W-A	Putative protein of unknown function, conserved in A. gossypii; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	XV	371685	371957	1
YBL016W	0.3278	2.3137e-05	2.5116e-05	93.9173	FUS3	Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its degradation 	II	192451	193512	1
YBR286W	0.2778	2.3137e-05	2.5116e-05	93.9128	APE3	Vacuolar aminopeptidase Y, processed to mature form by Prb1p 	II	774700	776313	1
YLL009C	0.3519	2.3137e-05	2.5116e-05	93.8861	COX17	Copper metallochaperone that transfers copper to Sco1p and Cox11p for eventual delivery to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs 	XII	131205	131414	-1
YGL183C	-0.8555	2.3159e-05	2.5193e-05	93.8211	MND1	Protein required for recombination and meiotic nuclear division; forms a complex with Hop2p, which is involved in chromosome pairing and repair of meiotic double-strand breaks 	VII	156543	157285	-1
YLR336C	0.3932	2.3159e-05	2.5193e-05	93.7991	SGD1	Essential nuclear protein, required for biogenesis of the small ribosomal subunit; has a possible role in the osmoregulatory glycerol response; putative homolog of human NOM1 which is implicated in acute myeloid leukemia 	XII	799697	802396	-1
YHR010W	0.2771	2.3159e-05	2.5193e-05	93.7882	RPL27A	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl27Bp and has similarity to rat L27 ribosomal protein 	VIII	126521	127492	1
YFL019C	-0.7521	2.3425e-05	2.5501e-05	93.582	YFL019C	Dubious open reading frame unlikely to encode a protein; YFL019C is not an essential gene 	VI	100252	100605	-1
YNL023C	0.316	2.3675e-05	2.5809e-05	93.0643	FAP1	Protein that binds to Fpr1p, conferring rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1 	XIV	588263	591160	-1
YDR127W	0.2782	2.3675e-05	2.5809e-05	93.0592	ARO1	Pentafunctional arom protein, catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids 	IV	704484	709250	1
YDL199C	-0.3367	2.3712e-05	2.5886e-05	93.0187	YDL199C	Putative transporter, member of the sugar porter family 	IV	101290	103353	-1
