#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/samseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default.db
# Output created at: 07:24:50
GeneID	log2foldchange	significance	Score	GeneName	Description	Chromosome	Start	End	Strand
YER087C-B	-0.0111522647034165	0.287679738562092	-64.75	SBH1	Beta subunit of the Sec61p ER translocation complex (Sec61p-Sss1p-Sbh1p); involved in protein translocation into the endoplasmic reticulum; interacts with the exocyst complex and also with Rtn1p; homologous to Sbh2p 	V	332582	332830	-1
YER087W	0.119029010669955	0.00282933914306457	233.3	AIM10	Protein with similarity to tRNA synthetases; non-tagged protein is detected in purified mitochondria; null mutant is viable and displays elevated frequency of mitochondrial genome loss 	V	330576	332306	1
YER088C	-0.131050796018363	0.000159767610748056	-356.1	DOT6	Protein involved in rRNA and ribosome biogenesis; binds polymerase A and C motif; subunit of the RPD3L histone deacetylase complex; similar to Tod6p; has chromatin specific SANT domain; involved in telomeric gene silencing and filamentation 	V	333176	335188	-1
YER088C-A	0.0577378984525246	0.684557007988381	23.9	YER088C-A	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	V	335696	336019	-1
YER089C	0.0687929982161908	0.00792592592592588	192.45	PTC2	Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p to limit maximal osmostress induced kinase activity; dephosphorylates Ire1p to downregulate the unfolded protein response; dephosphorylates Cdc28p; inactivates the DNA damage checkpoint 	V	335946	337340	-1
YER090W	-0.0299063392578926	0.461045751633987	-43.95	TRP2	Anthranilate synthase, catalyzes the initial step of tryptophan biosynthesis, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp3p 	V	337949	339472	1
YER091C	-0.676886637740429	0.000145243282498184	-655.15	MET6	Cobalamin-independent methionine synthase, involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate, similar to bacterial metE homologs 	V	339864	342167	-1
YER091C-A	-0.592901417188264	0.000370370370370397	-312.25	YER091C-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	V	342390	342611	-1
YER092W	-0.276445187662996	0.000145243282498184	-515.75	IES5	Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions 	V	342855	343232	1
YER093C	0.0106493203549488	0.991865649963689	-0.6	TSC11	Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p), a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; involved in sphingolipid metabolism; contains a RasGEFN domain 	V	343320	347612	-1
YER093C-A	-0.10894144860332	0.0246100217864923	-154.05	AIM11	Protein of unknown function; null mutant is viable but shows increased loss of mitochondrial genome and synthetic interaction with prohibitin (phb1); contains an intron 	V	347912	348400	-1
YER094C	-0.000675863154138609	0.951751633986928	-3.55	PUP3	Beta 3 subunit of the 20S proteasome involved in ubiquitin-dependent catabolism; human homolog is subunit C10 	V	348729	349346	-1
YER095W	-0.19391162114094	0.000148148148148212	-381.25	RAD51	Strand exchange protein, forms a helical filament with DNA that searches for homology; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; homolog of Dmc1p and bacterial RecA protein 	V	349980	351182	1
YER096W	-0.113158440229243	0.0191546840958606	-162.5	SHC1	Sporulation-specific activator of Chs3p (chitin synthase III), required for the synthesis of the chitosan layer of ascospores; has similarity to Skt5p, which activates Chs3p during vegetative growth; transcriptionally induced at alkaline pH 	V	351698	353236	1
YER097W	0.224468282942751	0.0210094408133623	159.45	YER097W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	V	355140	355469	1
YER098W	-0.149612089627406	0.00125054466230932	-268.4	UBP9	Ubiquitin carboxyl-terminal hydrolase, ubiquitin-specific protease that cleaves ubiquitin-protein fusions 	V	355466	357730	1
YER099C	0.152839394782919	0.000242556281771979	328.75	PRS2	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes 	V	358105	359061	-1
YER100W	0.0726773687226977	0.0170718954248366	166.3	UBC6	Ubiquitin-conjugating enzyme involved in ER-associated protein degradation; located at the cytosolic side of the ER membrane; tail region contains a transmembrane segment at the C-terminus; substrate of the ubiquitin-proteasome pathway 	V	359562	360314	1
YER101C	0.0011206023604959	0.791103848946986	15.55	AST2	Protein that may have a role in targeting of plasma membrane [H+]ATPase (Pma1p) to the plasma membrane, as suggested by analysis of genetic interactions 	V	360502	361794	-1
YER102W	0.200712088381921	0.000145243282498184	689.2	RPS8B	Protein component of the small (40S) ribosomal subunit; identical to Rps8Ap and has similarity to rat S8 ribosomal protein 	V	363100	363702	1
YER103W	0.141680689231586	0.000213507625272368	334.9	SSA4	Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation 	V	364589	366517	1
YER104W	-0.0612502262012944	0.124302106027596	-97.5	RTT105	Protein with a role in regulation of Ty1 transposition 	V	366802	367428	1
YER105C	0.181968431935283	0.000145243282498184	438.65	NUP157	Abundant subunit of the nuclear pore complex (NPC), present on both sides of the NPC; has similarity to Nup170p; essential role, with Nup170p, in NPC assembly 	V	367838	372013	-1
YER106W	-0.0089852788272723	0.230977487291213	-73.7	MAM1	Monopolin, kinetochore associated protein involved in chromosome attachment to meiotic spindle 	V	372326	373234	1
YER107C	0.142850164177761	0.00104793028322442	276.25	GLE2	Component of the Nup82 subcomplex of the nuclear pore complex; required for polyadenylated RNA export but not for protein import; homologous to S. pombe Rae1p 	V	373448	374545	-1
YER107W-A	0.411166046798313	0.000148148148148212	375.2	YER107W-A	Dubious open reading frame unlikely to encode a protein, partially overlaps verified ORF GLE2/YER107C 	V	374394	374714	1
YER109C	-0.112272638743623	0.00146259985475668	-261.35	FLO8	Transcription factor required for flocculation, diploid filamentous growth, and haploid invasive growth; genome reference strain S288C and most laboratory strains have a mutation in this gene 	V	375215	377614	-1
YER110C	0.398910564510191	0.000145243282498184	717.8	KAP123	Karyopherin beta, mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore, nucleus, and cytoplasm; exhibits genetic interactions with RAI1 	V	378762	382103	-1
YER111C	-0.238252016513354	0.000145243282498184	-485.55	SWI4	DNA binding component of the SBF complex (Swi4p-Swi6p), a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair 	V	382595	385876	-1
YER112W	0.00261101290618335	0.101697893972404	104.85	LSM4	Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA 	V	387232	387795	1
YER113C	0.0588723425876218	0.0873362381989834	110.45	TMN3	Protein with a role in cellular adhesion and filamentous growth; similar to Emp70p and Tmn2p; member of Transmembrane Nine family with 9 transmembrane segments; localizes to Golgi; induced by 8-methoxypsoralen plus UVA irradiation 	V	387932	390052	-1
YER114C	0.00911266128494136	0.989782861292665	0.75	BOI2	Protein implicated in polar growth, functionally redundant with Boi1p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain 	V	390590	393712	-1
YER115C	-0.00424414888580159	0.799611474219317	-14.9	SPR6	Protein of unknown function, expressed during sporulation; not required for sporulation, but gene exhibits genetic interactions with other genes required for sporulation 	V	394292	394867	-1
YER116C	-0.0290080813053079	0.976217864923747	-1.75	SLX8	Subunit of the Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex; stimulated by prior attachment of SUMO to the substrate; contains a C-terminal RING domain 	V	395348	396172	-1
YER117W	0.172171946428382	0.000145243282498184	573.85	RPL23B	Protein component of the large (60S) ribosomal subunit, identical to Rpl23Ap and has similarity to E. coli L14 and rat L23 ribosomal proteins 	V	396769	397653	1
YER118C	-0.00531732151841221	0.438740740740741	-46.25	SHO1	Transmembrane osmosensor involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol response pathway; phosphorylated by Hog1p; interacts with Pbs2p, Msb2p, Hkr1p, and Ste11p 	V	397952	399055	-1
YER119C	-0.154473509736572	0.00185548293391425	-251.25	AVT6	Vacuolar aspartate and glutamate exporter; member of a family of seven genes (AVT1-7) related to vesicular GABA-glycine transporters; involved in compartmentalizing acidic amino acids in response to nitrogen starvation 	V	399496	400842	-1
YER119C-A	0.00181760545977205	0.959157588961511	3	YER119C-A	Dubious open reading frame, not conserved in closely related Saccharomyces species; deletion mutation blocks replication of Brome mosaic virus in S. cerevisiae, but this is likely due to effects on the overlapping gene SCS2 	V	400867	401238	-1
YER120W	-0.00611143923409816	0.268508351488744	-67.6	SCS2	Integral ER membrane protein that regulates phospholipid metabolism via an interaction with the FFAT motif of Opi1p, also involved in telomeric silencing, disruption causes inositol auxotrophy above 34 degrees C, VAP homolog 	V	401135	401869	1
YER121W	-0.133300352206102	0.381924473493101	-52.55	YER121W	Putative protein of unknown function; may be involved in phosphatase regulation and/or generation of precursor metabolites and energy 	V	402375	402719	1
YER122C	0.187187661054628	0.000145243282498184	552.1	GLO3	ADP-ribosylation factor GTPase activating protein (ARF GAP), involved in ER-Golgi transport; shares functional similarity with Gcs1p 	V	402871	404352	-1
YER123W	0.133563769271997	0.000239651416121952	329.5	YCK3	Palmitoylated, vacuolar membrane-localized casein kinase I isoform; negatively regulates vacuole fusion during hypertonic stress via phosphorylation of Vps41p; shares essential functions with Hrr25p; regulates vesicle fusion in AP-3 pathway 	V	404813	406387	1
YER124C	0.904105143958037	0.000145243282498184	899.4	DSE1	Daughter cell-specific protein, may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall 	V	407342	409063	-1
YER125W	0.141791306715018	0.000159767610748056	356.4	RSP5	E3 ubiquitin ligase of the NEDD4 family; involved in regulating many cellular processes including MVB sorting, heat shock response, transcription, endocytosis, and ribosome stability; human homolog is involved in Liddle syndrome; mutant tolerates an /.../dy; ubiquitylates Sec23p 	V	410189	412618	1
YER126C	0.417873884466653	0.000145243282498184	616.85	NSA2	Protein constituent of 66S pre-ribosomal particles, contributes to processing of the 27S pre-rRNA 	V	413394	414179	-1
YER127W	0.580196713049361	0.000145243282498184	693.6	LCP5	Essential protein involved in maturation of 18S rRNA; depletion leads to inhibited pre-rRNA processing and reduced polysome levels; localizes primarily to the nucleolus 	V	414481	415554	1
YER128W	0.0767299993663193	0.40779593318809	49.6	VFA1	Protein that interacts with Vps4p and has a role in vacuolar sorting; localizes to endosomes in a Vps4-dependent manner; overexpression causes canavanine sensitivity and confers a partial class D vacuole morphology 	V	415859	416470	1
YER129W	0.0905853324887381	0.0258932461873638	152.3	SAK1	Upstream serine/threonine kinase for the SNF1 complex; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1, a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome 	V	417281	420709	1
YER130C	0.280298960444011	0.000145243282498184	562.1	YER130C	Protein of unknown function; transcription is regulated by Haa1p, Sok2p and Zap1p transcriptional activators; the C. Albicans homolog (MNL1) plays a role in adaptation to stress 	V	421115	422446	-1
YER131W	0.324081811002288	0.000145243282498184	832.75	RPS26B	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps26Ap and has similarity to rat S26 ribosomal protein 	V	423952	424311	1
YER132C	0.0869163092770246	0.0036296296296296	222.45	PMD1	Protein with an N-terminal kelch-like domain, putative negative regulator of early meiotic gene expression; required, with Mds3p, for growth under alkaline conditions 	V	425188	430449	-1
YER133W	0.0282343254954583	0.967331154684096	2.4	GLC7	Type 1 serine/threonine protein phosphatase catalytic subunit, involved in many processes (eg: glycogen metabolism, sporulation, mitosis); accumulates at mating projections by interaction with Afr1p; interacts with many regulatory subunits 	V	432495	433958	1
YER133W-A	-0.000725704660876384	0.556233841684822	-34.85	YER133W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized gene YER134C. 	V	437191	437532	1
